,id,title,price,mileage,highlight,overview
12,25344406,2016 Dodge Charger R/T,Price unavailable*,99K miles,"New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Remote Start, Front Seat Heaters, Alpine Sound System, Bluetooth Technology, 20 Inch Plus Wheels | Premium Audio
Alpine Sound System","16 city/25 hwy | 8-cyl, Gas, 5.7L | Rear Wheel Drive | Automatic | Gray/Black | None | "
13,25085488,2015 Volvo XC60 T5 Premier,"$13,998*",124K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Panoramic Sunroof, Leather Seats, Navigation System, Lane Departure Warning, Parking Sensors | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","24 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Black |  | "
14,25344301,2014 Ford Focus SE,Price unavailable*,44K miles,,"26 city/36 hwy | 4-cyl, Gas, 2.0L | Automatic | Silver/Black |  | "
15,25378680,2012 Nissan Altima,"$12,998*",72K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Cloth Seats, Cruise Control, Rear Defroster, Air Conditioning, AM/FM Stereo | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 48 months Learn More","23 city/32 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Gray | None | "
16,24474545,2013 Fiat 500 Pop,"$11,998*",42K miles,,"31 city/40 hwy | 4-cyl, Gas, 1.4L | Manual 5 Speed | Black/Black |  | "
17,25516447,2015 Nissan Altima S,"$13,998*",73K miles,,"27 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Champagne |  | "
18,25363351,2020 Buick Enclave Essence,"$26,998*",35K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Third Row Seat, Leather Seats, Navigation System, Apple CarPlay, Parking Sensors","18 city/26 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Gray/Gray |  | "
19,25308370,2014 Jeep Patriot Sport,Price unavailable*,93K miles,"Single Owner
Reported by AutoCheck® View History Report | The Basics
Cloth Seats, Cruise Control, Satellite Radio Ready, CD Audio, Auxiliary Audio Input | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","23 city/30 hwy | 4-cyl, Gas, 2.0L | Automatic | Black/Gray |  | "
20,25458920,2018 Jeep Cherokee Latitude,"$19,998*",46K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Navigation System, Rear View Camera, Bluetooth Technology, Alloy Wheels, Cloth Seats | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","21 city/30 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
21,25011176,2014 Honda Odyssey EX-L,"$17,998*",96K miles,"Loaded
Rear Entertainment System, Third Row Seat, Leather Seats, Navigation System, Sunroof(s) | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
22,25306784,2015 Audi A4 Premium,"$16,998*",63K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Leather Seats, Sunroof(s), Front Seat Heaters, Turbo charged engine, Bluetooth Technology","24 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Tan | None | "
23,25515832,2018 BMW 530 I,"$24,998*",50K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Navigation System, Sunroof(s), Parking Sensors, Leatherette Seats, Run Flat Tires | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 60 months Learn More","24 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Black/Black |  | "
24,24384494,2012 Mazda Mazda3 Mazdaspeed,"$15,998*",122K miles,"New Tires
Replaced 4 tires to meet our standards | The Basics
Turbo charged engine, BOSE Sound System, Bluetooth Technology, Alloy Wheels, Rear Spoiler | Premium Audio
BOSE Sound System","18 city/25 hwy | 4-cyl, Gas, 2.3L | Front Wheel Drive | Manual 6 Speed | Black/Black |  | "
25,25010820,2012 Honda Civic LX,"$14,599*",79K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | The Basics
Cloth Seats, Cruise Control, CD Audio, Auxiliary Audio Input, Rear Defroster","28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Gray/Gray |  | "
26,25516038,2022 Toyota Corolla Cross XLE,Price unavailable*,12K miles,,"29 city/32 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | White/White |  | "
27,25305560,2013 Honda CR-V LX,"$17,998*",74K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control, CD Audio","23 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Gray |  | "
28,25079110,2019 Ford Fusion Hybrid SE,"$17,998*",66K miles,"New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Automated Cruise Control, Navigation System, Apple CarPlay, Lane Departure Warning, Parking Sensors | Fuel Efficient
43 City / 41 Hwy","43 city/41 hwy | 4-cyl, Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
29,24475020,2023 Tesla Model Y Long Range,"$44,998*",14K miles,"Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, 4WD/AWD, Navigation System, Skylight(s), Lane Departure Warning | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More",Electric | All Wheel Drive | Automatic | Blue/White |  | 
30,25079665,2014 Audi A4 Prestige S-Line,"$19,998*",51K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
4WD/AWD, Leather Seats, Navigation System, Sunroof(s), Parking Sensors | Premium Audio
Bang & Olufsen Audio","4-cyl, Turbo Gas, 2.0L | Automatic | Black/Black |  | "
31,24826144,2024 BMW 230 I,Price unavailable*,1K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Navigation System, Sunroof(s), Apple CarPlay, Heated Steering Wheel, Lane Departure Warning","4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
32,25223255,2021 Toyota Highlander LE,Price unavailable*,45K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Third Row Seat, Automated Cruise Control, Apple CarPlay, Lane Departure Warning, Blind Spot Monitor | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Gray | Leased vehicle | "
33,25152077,2013 Honda Accord LX-S,"$17,998*",53K miles,"Cosmetic photos available
Not yet available on all cars
Take a closer look at the interior and exterior condition of this car. See Photos | Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards","24 city/34 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Manual 6 Speed | Black/Black |  | "
34,25544793,2014 Toyota Prius v Five,"$15,998*",103K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Loaded
Navigation System, Leatherette Seats, Rear View Camera, Front Seat Heaters, Bluetooth Technology","44 city/40 hwy | 4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | Green/Gray |  | "
35,25079518,2015 Volkswagen Jetta S,Price unavailable*,66K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control, Satellite Radio Ready | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 48 months Learn More","23 city/34 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
36,25216095,2022 Tesla Model 3,"$31,998*",28K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Automated Cruise Control, Navigation System, Skylight(s), Heated Steering Wheel, Lane Departure Warning",Electric | Rear Wheel Drive | Automatic | Gray/Black |  | 
37,25344197,2013 Hyundai Santa Fe Sport,Price unavailable*,86K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","20 city/26 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | Green/Tan |  | "
38,25306991,2015 Jeep Cherokee Latitude,"$13,998*",108K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | The Basics
Rear View Camera, Bluetooth Technology, Alloy Wheels, Cloth Seats, Cruise Control | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","22 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Gray/Black |  | "
39,24475452,2013 Ford C-Max energi SEL,"$12,599*",75K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Leather Seats, Navigation System, Parking Sensors, Rear View Camera, Remote Start","4-cyl, Plug-in Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Tan |  | "
40,25516664,2021 BMW X1 SDrive28i,"$25,998*",40K miles,"Well-Equipped
Panoramic Sunroof, Navigation System, Apple CarPlay, Heated Steering Wheel, Lane Departure Warning | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More | Premium Audio
Harman Kardon Sound","4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
41,25078358,2014 BMW Z4 SDrive35i,Price unavailable*,64K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Hard Top, Leather Seats, Navigation System, Run Flat Tires, Front Seat Heaters | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 48 months Learn More","19 city/26 hwy | 6-cyl, Turbo Gas, 3.0L | Rear Wheel Drive | Automatic | Black/Black |  | "
42,24936090,2019 Mitsubishi Mirage LE,"$14,998*",24K miles,"Cosmetic photos available
Not yet available on all cars
Take a closer look at the interior and exterior condition of this car. See Photos | Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards","36 city/43 hwy | 3-cyl, Gas, 1.2L | Front Wheel Drive | Automatic | Black/Black |  | "
43,25308077,2023 Audi Q7 Premium Plus,"$51,998*",15K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Panoramic Sunroof, Third Row Seat, A/C Seat(s), Automated Cruise Control, 4WD/AWD","4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Gray | Leased vehicle | "
44,25051270,2016 Acura ILX Premium A-Spec,"$16,998*",95K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Loaded
Automated Cruise Control, Sunroof(s), Lane Departure Warning, Leather & Suede Seats, Leather & Suede Seats | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","25 city/36 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Black |  | "
45,25306963,2015 Subaru Impreza 2.0I Sport Limited,Price unavailable*,103K miles,"Single Owner
Reported by AutoCheck® View History Report | Loaded
4WD/AWD, Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters | Fuel Efficient
28 City / 37 Hwy","28 city/37 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Blue/Gray |  | "
46,25344709,2015 Hyundai Sonata Sport,Price unavailable*,104K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Leatherette & Cloth, Blind Spot Monitor, Rear View Camera, Front Seat Heaters, Bluetooth Technology | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","24 city/35 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Blue/Tan |  | "
47,25626778,2022 Kia K5 EX,"$24,998*",55K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Loaded
Panoramic Sunroof, A/C Seat(s), Navigation System, Apple CarPlay, Lane Departure Warning","4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
48,25528558,2022 Nissan Altima SV,"$21,998*",19K miles,"Low Mileage
Under 20,000 Miles | Well-Equipped
Apple CarPlay, Lane Departure Warning, Parking Sensors, Blind Spot Monitor, Rear View Camera | Manufacturer Warranty
Balance of 3 Years or 36,000 Miles may apply. See store for details Learn More","27 city/37 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
49,24475079,2020 Tesla Model 3 Standard Range,"$25,998*",52K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Navigation System, Lane Departure Warning, Parking Sensors, Leatherette Seats, Blind Spot Monitor | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More",Electric | Rear Wheel Drive | Automatic | White/Black |  | 
50,24680700,2016 Audi A4 Premium Plus,"$17,998*",73K miles,"Loaded
4WD/AWD, Leather Seats, Navigation System, Sunroof(s), Parking Sensors | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 48 months Learn More","21 city/30 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Silver/Gray |  | "
51,25010800,2016 Kia Soul,"$11,998*",99K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Bluetooth Technology, Alloy Wheels, Cloth Seats, Cruise Control, Satellite Radio Ready","24 city/30 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
52,25515691,2020 Ford Fusion Hybrid SE,Price unavailable*,57K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Automated Cruise Control, Navigation System, Apple CarPlay, Lane Departure Warning, Parking Sensors | Fuel Efficient
43 City / 41 Hwy","43 city/41 hwy | 4-cyl, Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
53,25317711,2023 Mazda CX-5 2.5 Turbo Signature,"$34,998*",7K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Automated Cruise Control, 4WD/AWD, Leather Seats, Navigation System, Sunroof(s)","4-cyl, Turbo Gas, 2.5L | All Wheel Drive | Automatic | White/Black | None | "
54,25306955,2013 Honda Civic LX,"$14,998*",78K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control, CD Audio | Fuel Efficient
28 City / 39 Hwy","28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Burgundy/Tan |  | "
55,24972135,2015 Honda CR-V EX-L,Price unavailable*,125K miles,"Loaded
4WD/AWD, Leather Seats, Navigation System, Sunroof(s), Rear View Camera | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","26 city/33 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | White/Tan |  | "
56,25079902,2013 Mini Cooper S,"$13,998*",64K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Leatherette Seats, Front Seat Heaters, Turbo charged engine, Harman Kardon Sound, Bluetooth Technology | Premium Audio
Harman Kardon Sound","4-cyl, Turbo Gas, 1.6L | Automatic | Black/Black |  | "
57,25306778,2023 BMW M2,"$68,998*",4K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Leather Seats, Navigation System, Sunroof(s), Apple CarPlay, Lane Departure Warning","6-cyl, Turbo Gas, 3.0L | Rear Wheel Drive | Manual 6 Speed | Blue/Black |  | "
58,23888847,2018 Audi S5 Premium Plus,Price unavailable*,36K miles,"New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, A/C Seat(s), 4WD/AWD, Leather Seats, Navigation System","21 city/30 hwy | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Gray/Black | None | "
59,25305495,2012 Infiniti G37 Journey,Price unavailable*,81K miles,"New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Leather Seats, Navigation System, Sunroof(s), Rear View Camera, Front Seat Heaters","19 city/27 hwy | 6-cyl, Gas, 3.7L | Rear Wheel Drive | Automatic | Gray/Black |  | "
60,25079367,2019 Jaguar F-Pace 25t Prestige,"$27,998*",48K miles,,"22 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
61,24826598,2013 Nissan Frontier SV,Price unavailable*,121K miles,,"19 city/23 hwy | 4-cyl, Gas, 2.5L | Rear Wheel Drive | Manual 6 Speed | 6 ft | White/Tan |  | "
62,25516063,2018 Subaru Forester 2.5I,"$20,998*",54K miles,,"26 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Gray/Black |  | "
63,25305514,2014 Nissan Rogue Select S,"$11,998*",99K miles,,"23 city/28 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
64,23585324,2018 Audi Q3 Premium,"$20,998*",48K miles,,"20 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
65,25317613,2018 Honda Accord EX-L,"$26,998*",16K miles,,"23 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
66,25378308,2021 Toyota RAV4 LE,Price unavailable*,53K miles,,"27 city/35 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
67,25344921,2020 Volkswagen Jetta SE,"$20,998*",34K miles,,"30 city/40 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | White/Brown |  | "
68,25516464,2017 Honda Civic EX-L,"$17,998*",102K miles,,"31 city/40 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | White/Tan |  | "
69,25306898,2015 GMC Terrain SLE,Price unavailable*,86K miles,,"22 city/32 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Black |  | "
70,25317426,2021 Porsche Macan,"$44,998*",10K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
71,25306081,2021 Audi Q5 Premium,"$28,998*",44K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
72,25277226,2021 Dodge Charger GT,Price unavailable*,17K miles,,"6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Silver/Black |  | "
73,25039617,2013 Infiniti M37 X,Price unavailable*,95K miles,,"17 city/24 hwy | 6-cyl, Gas, 3.7L | All Wheel Drive | Automatic | Silver/Black |  | "
74,25361754,2019 Toyota C-HR XLE,"$21,998*",44K miles,,"27 city/31 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
75,25344953,2019 BMW 530e Plug-in Hybrid iPerformance,Price unavailable*,56K miles,,"4-cyl, Plug-in Hybrid, 2.0L | Rear Wheel Drive | Automatic | Silver/Black |  | "
76,25010199,2014 Volkswagen Beetle 2.5,"$15,998*",86K miles,,"21 city/27 hwy | 5-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Gray |  | "
77,25317807,2018 Tesla Model 3 Long Range,"$27,998*",44K miles,,Electric | Rear Wheel Drive | Automatic | Gray/Black |  | 
78,25361640,2018 Volkswagen Golf SE,"$20,998*",22K miles,,"24 city/33 hwy | 4-cyl, Turbo Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
79,25040445,2019 Toyota Tacoma TRD Off Road,"$37,998*",47K miles,,"18 city/22 hwy | 6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Gray/Black |  | "
80,25079132,2015 Ford Mustang,Price unavailable*,82K miles,,"17 city/28 hwy | 6-cyl, Gas, 3.7L | Automatic | Gray/Black |  | "
81,24915680,2012 Mazda CX-9 Touring,"$12,998*",112K miles,,"17 city/24 hwy | 6-cyl, Gas, 3.7L | Front Wheel Drive | Automatic | White/Gray |  | "
82,25516369,2016 Hyundai Elantra SE,Price unavailable*,29K miles,,"28 city/38 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Silver/Gray |  | "
83,25040523,2021 Toyota Tacoma TRD Off Road,"$40,998*",14K miles,,"6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Silver/Black |  | "
84,25317496,2019 Kia Niro Plug in Hybrid EX,Price unavailable*,39K miles,,"4-cyl, Plug-in Hybrid, 1.6L | Front Wheel Drive | Automatic | Silver/Black |  | "
85,25344779,2018 BMW X2 XDrive28i,"$22,998*",43K miles,,"21 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
86,25317278,2016 Mazda CX-5 Touring,"$15,998*",103K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
87,25516408,2018 Mazda CX-5 Touring,"$21,998*",39K miles,,"25 city/31 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Blue/Black |  | "
88,25277255,2019 BMW X3 sDrive30i,"$25,998*",50K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
89,25039941,2012 Honda Civic LX,"$13,599*",82K miles,,"28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Blue/Gray |  | "
90,25152825,2019 Nissan Altima S,"$18,998*",47K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Blue/Black |  | "
91,25626652,2022 Toyota Camry SE,"$24,998*",37K miles,,"28 city | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Gray |  | "
92,25317028,2021 Ram 1500 Laramie,"$48,998*",31K miles,,"21 city | 6-cyl, Turbo Diesel, 3.0L | Four Wheel Drive | Automatic | 5.5 ft | White/Black |  | "
93,25344326,2020 Chevrolet Silverado 1500 LT,Price unavailable*,29K miles,,"20 city/23 hwy | 8-cyl, Gas, 5.3L | Rear Wheel Drive | Automatic | 5.5 ft | Black/Black |  | "
94,25305910,2015 Audi A3 Premium,"$18,998*",29K miles,,"24 city/33 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Silver/Black |  | "
95,24750558,2018 Mercedes-Benz GLC300,"$27,998*",33K miles,,"22 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
96,25344796,2021 Subaru Ascent Limited,"$34,998*",18K miles,,"20 city/26 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | White/Tan |  | "
97,25344074,2013 Hyundai Tucson GLS,"$12,599*",128K miles,,"21 city/30 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
98,25317501,2021 BMW X5 xDrive40i,"$47,998*",17K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | White/Cream |  | "
99,25344959,2018 Honda Civic LX-P,"$21,998*",43K miles,,"30 city/39 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Tan |  | "
100,25378659,2018 Toyota RAV4 LE,"$23,998*",37K miles,,"23 city/30 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
101,25079874,2021 Ford Mustang Ecoboost,"$24,998*",34K miles,,"21 city | 4-cyl, Turbo Gas, 2.3L | Automatic | Black/Black |  | "
102,25344639,2023 Toyota Corolla SE,"$24,998*",11K miles,,"4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Gray |  | "
103,24984793,2013 BMW Activehybrid 3,"$17,998*",53K miles,,"25 city/33 hwy | 6-cyl, Turbo Hybrid, 3.0L | Rear Wheel Drive | Automatic | Black/Tan |  | "
104,25516684,2021 BMW 228 I xDrive Gran Coupe,"$23,998*",62K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
105,24786723,2016 Mazda MX-5 Miata Club,Price unavailable*,121K miles,,"27 city/36 hwy | 4-cyl, Gas, 2.0L | Rear Wheel Drive | Automatic | Red/Black |  | "
