,id,title,price,mileage,highlight,overview
13,24914927,2022 Mazda MX-30 EV Premium Plus,"$24,998*",5K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Automated Cruise Control, Sunroof(s), Apple CarPlay, Heated Steering Wheel, Lane Departure Warning",Electric | Front Wheel Drive | Automatic | Blue/Gray |  | 
14,25344967,2020 Volkswagen Tiguan S,Price unavailable*,33K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","22 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
15,25516710,2019 BMW 330 I,"$27,998*",31K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Automated Cruise Control, Navigation System, Sunroof(s), Apple CarPlay, Heated Steering Wheel","26 city/36 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Black/Tan |  | "
16,25344258,2022 Nissan Pathfinder SV,"$26,998*",52K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Panoramic Sunroof, Apple CarPlay, Lane Departure Warning, Parking Sensors, Blind Spot Monitor","21 city/26 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Black/Black |  | "
17,25316229,2020 Hyundai Santa Fe SE,Price unavailable*,42K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | The Basics
Automated Cruise Control, Apple CarPlay, Lane Departure Warning, Blind Spot Monitor, Rear View Camera | Manufacturer Warranty
Balance of 5 Years or 60,000 Miles may apply. See store for details Learn More","22 city/29 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Gray |  | "
18,25344584,2019 Hyundai Elantra Sport,"$19,998*",35K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Leather Seats, Navigation System, Sunroof(s), Apple CarPlay, Lane Departure Warning","26 city/33 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
19,25317767,2019 Subaru Outback 3.6R Limited,"$28,998*",34K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","20 city/27 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Pearl/Black |  | "
20,25344643,2021 Ford F250 Platinum,Price unavailable*,43K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Panoramic Sunroof, Seat Massagers, A/C Seat(s), Automated Cruise Control, 4WD/AWD | Premium Audio
Bang & Olufsen Audio","8-cyl, Gas, 7.3L | Four Wheel Drive | Automatic | Gray/Black |  | "
21,25344376,2014 Mercedes-Benz GL350,"$29,998*",49K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Turbo Diesel Engine, Panoramic Sunroof, Third Row Seat, 4WD/AWD, Leather Seats","19 city/26 hwy | 6-cyl, Turbo Diesel, 3.0L | All Wheel Drive | Automatic | Silver/Gray |  | "
22,25470275,2021 Audi Q7 Premium Plus,"$36,998*",54K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Black/Black |  | "
23,25626244,2023 Nissan Altima SV,"$22,998*",21K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Red/Black |  | "
24,25317553,2020 Jaguar F-Pace S,Price unavailable*,22K miles,,"18 city/23 hwy | 6-cyl, Supercharged Gas, 3.0L | All Wheel Drive | Automatic | Gray/Black |  | "
25,25079507,2022 Volkswagen Taos SE,Price unavailable*,59K miles,,"25 city/32 hwy | 4-cyl, Turbo Gas, 1.5L | All Wheel Drive | Automatic | Gray/Gray |  | "
26,25215944,2019 Jaguar F-Pace 25t Prestige,"$26,998*",43K miles,,"22 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
27,25317279,2020 Honda Odyssey EX-L,"$28,998*",50K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Black |  | "
28,25305951,2022 Toyota Corolla SE,"$23,998*",21K miles,,"31 city/40 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
29,25124741,2022 Lexus UX 250h F-Sport,Price unavailable*,52K miles,,"41 city/38 hwy | 4-cyl, Hybrid, 2.0L | All Wheel Drive | Automatic | Silver/Red |  | "
30,25317233,2019 Buick Envision Preferred,Price unavailable*,31K miles,,"22 city/29 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Cream |  | "
31,25344858,2019 Subaru Impreza Sport,"$22,998*",43K miles,,"27 city/35 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
32,25345001,2018 Hyundai Elantra Sport,"$19,998*",31K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Leather Seats, Navigation System, Sunroof(s), Apple CarPlay, Blind Spot Monitor","26 city/33 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Blue/Black |  | "
33,25079748,2021 Kia Soul LX,"$18,998*",25K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","28 city/33 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Black/Gray | None | "
34,25400261,2018 Toyota RAV4 Hybrid SE,Price unavailable*,46K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Automated Cruise Control, 4WD/AWD, Navigation System, Sunroof(s), Lane Departure Warning","34 city/30 hwy | 4-cyl, Hybrid, 2.5L | All Wheel Drive | Automatic | Gray/Gray |  | "
35,24934405,2023 Hyundai Elantra Limited,Price unavailable*,8K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Automated Cruise Control, Leather Seats, Navigation System, Sunroof(s), Apple CarPlay","30 city/40 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
36,25040258,2024 Subaru Crosstrek Premium,Price unavailable*,10K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, 4WD/AWD, Apple CarPlay, Lane Departure Warning, Rear View Camera","4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Blue/Gray |  | "
37,25040387,2017 Volkswagen Passat R-Line,"$15,998*",94K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Apple CarPlay, Leatherette Seats, Blind Spot Monitor, Rear View Camera, Front Seat Heaters | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","23 city/34 hwy | 4-cyl, Turbo Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
38,24762012,2015 Jeep Cherokee Limited,"$19,998*",69K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, A/C Seat(s), Automated Cruise Control, 4WD/AWD, Leather Seats","21 city/28 hwy | 6-cyl, Gas, 3.2L | Four Wheel Drive | Automatic | White/Black | None | "
39,25344345,2014 Mercedes-Benz ML350,"$19,998*",59K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Sunroof(s), Leatherette Seats, Front Seat Heaters, Bluetooth Technology, Power Hatch/Deck Lid | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 60 months Learn More","18 city/24 hwy | 6-cyl, Gas, 3.5L | Rear Wheel Drive | Automatic | White/Black |  | "
40,25000276,2018 Toyota Camry LE,Price unavailable*,36K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Automated Cruise Control, Lane Departure Warning, Rear View Camera, Bluetooth Technology, Alloy Wheels","28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Black | Loaner, Executive vehicle | "
41,25040202,2018 Subaru Outback 2.5I Premium,Price unavailable*,37K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
Automated Cruise Control, 4WD/AWD, Navigation System, Sunroof(s), Apple CarPlay | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","25 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Black/Tan |  | "
42,25305773,2022 Tesla Model 3,"$31,998*",19K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, Navigation System, Skylight(s), Heated Steering Wheel, Lane Departure Warning",Electric | Rear Wheel Drive | Automatic | White/Black |  | 
43,24999601,2016 Mini Cooper Countryman S,"$17,998*",48K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Panoramic Sunroof, Leatherette Seats, Run Flat Tires, Turbo charged engine, Harman Kardon Sound","26 city/32 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
44,24971525,2019 Toyota Tundra SR5,"$40,998*",36K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Automated Cruise Control, 4WD/AWD, Lane Departure Warning, Rear View Camera, Bluetooth Technology | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","13 city/17 hwy | 8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | White/Gray |  | "
45,25040519,2020 Subaru Ascent Limited,"$29,998*",52K miles,"Loaded
Panoramic Sunroof, Third Row Seat, Automated Cruise Control, 4WD/AWD, Leather Seats | Premium Audio
Harman Kardon Sound | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","20 city/26 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | White/Black |  | "
46,24915526,2018 Volkswagen Atlas SE,"$23,998*",40K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","18 city/25 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Red/Black |  | "
47,25344330,2023 Kia Niro EX,Price unavailable*,9K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, Navigation System, Apple CarPlay, Lane Departure Warning, Parking Sensors","53 city/45 hwy | 4-cyl, Hybrid, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
48,25305999,2019 Audi A8 L,Price unavailable*,40K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, A/C Seat(s), Automated Cruise Control, 4WD/AWD, Leather Seats | Premium Audio
Bang & Olufsen Audio","19 city/27 hwy | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Black/Cream |  | "
49,25344371,2015 Hyundai Sonata SE,"$13,599*",78K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | The Basics
Bluetooth Technology, Alloy Wheels, Rear Spoiler, Cloth Seats, Cruise Control","25 city/37 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Blue/Tan |  | "
50,25585605,2021 Jeep Compass Limited,Price unavailable*,30K miles,"New Tires
Replaced 4 tires to meet our standards | Loaded
Panoramic Sunroof, Automated Cruise Control, 4WD/AWD, Leather Seats, Apple CarPlay | Manufacturer Warranty
Balance of 3 Years or 36,000 Miles may apply. See store for details Learn More","4-cyl, Gas, 2.4L | Four Wheel Drive | Automatic | White/Black | None | "
51,25317647,2019 Audi Q7 Premium Plus,"$32,998*",38K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, Third Row Seat, A/C Seat(s), 4WD/AWD, Leather Seats","19 city/25 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
52,25040406,2017 Nissan Altima SV,Price unavailable*,49K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","27 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
53,24985875,2021 Mercedes-Benz GLE350,"$45,998*",38K miles,,"19 city/26 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Red/Cream |  | "
54,25317844,2019 Honda CR-V EX,Price unavailable*,58K miles,,"27 city/33 hwy | 4-cyl, Turbo Gas, 1.5L | All Wheel Drive | Automatic | White/Black |  | "
55,24998910,2016 Mercedes-Benz GLA250,Price unavailable*,70K miles,,"25 city/35 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
56,25317486,2023 Honda CR-V Hybrid Sport,"$38,998*",3K miles,,"40 city/34 hwy | 4-cyl, Hybrid, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
57,25010986,2018 Audi A5 Premium Plus,"$25,998*",49K miles,,"24 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
58,25344927,2018 Tesla Model S P100D,Price unavailable*,75K miles,,Electric | All Wheel Drive | Automatic | Black/Black |  | 
59,25277312,2019 Ford Fiesta SE,"$13,998*",47K miles,,"27 city/35 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Manual 5 Speed | Red/Black |  | "
60,25316912,2019 Volkswagen Jetta R-Line,"$20,998*",15K miles,,"30 city/40 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Gray/Cream |  | "
61,25516402,2020 Subaru Forester Sport,"$28,998*",30K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Gray |  | "
62,25040264,2018 Acura MDX,Price unavailable*,59K miles,,"18 city/26 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | White/Tan |  | "
63,23252616,2020 Honda Civic LX,"$21,998*",49K miles,,"30 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Gray |  | "
64,25079857,2014 Ford Focus SE,"$11,998*",64K miles,,"26 city/36 hwy | 4-cyl, Gas, 2.0L | Automatic | Silver/Black |  | "
65,25459425,2020 Land Rover Range Rover Evoque S,"$29,998*",43K miles,,"20 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Tan |  | "
66,24915584,2021 BMW X7 xDrive40i,"$57,998*",27K miles,,"19 city | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Gray/Black |  | "
67,25040227,2021 Ford F250 Lariat,Price unavailable*,56K miles,,"8-cyl, Turbo Diesel, 6.7L | Four Wheel Drive | Automatic | White/Black |  | "
68,25088422,2013 Lexus RX 450h,"$23,998*",69K miles,,"30 city/28 hwy | 6-cyl, Hybrid, 3.5L | All Wheel Drive | Automatic | Black/Black |  | "
69,25516422,2016 Mazda Mazda6 I Touring,Price unavailable*,13K miles,,"26 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Red/Black |  | "
70,25493192,2020 Nissan Versa SR,"$18,998*",20K miles,,"32 city/40 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
71,25306309,2013 Subaru Outback 3.6R Limited,"$19,998*",68K miles,,"18 city/25 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Green/Gray |  | "
72,25079811,2019 Ford Fiesta SE,"$14,998*",52K miles,,"27 city/35 hwy | 4-cyl, Gas, 1.6L | Automatic | White/Black |  | "
73,25079891,2020 Honda Ridgeline RTL-E,"$33,998*",39K miles,,"19 city/24 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | Black/Black |  | "
74,25516037,2020 Acura RDX Technology,Price unavailable*,20K miles,,"22 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
75,25079878,2020 Ford Edge SEL,"$25,998*",18K miles,,"21 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
76,25305838,2020 Hyundai Kona SE,Price unavailable*,43K miles,,"27 city/33 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Gray |  | "
77,25079929,2021 Subaru Outback,"$24,998*",44K miles,,"4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Black/Black |  | "
78,25306030,2019 Honda Civic LX,"$18,998*",72K miles,,"30 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
79,25516660,2014 Honda Accord EX-L,Price unavailable*,55K miles,,"21 city/34 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
80,25246080,2019 Acura MDX,"$29,998*",41K miles,,"19 city/26 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | Silver/Black |  | "
81,25182412,2023 Mercedes-Benz GLC43 AMG Coupe,"$62,998*",1K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Blue/Black |  | "
82,25344515,2016 Infiniti QX60,Price unavailable*,58K miles,,"19 city/26 hwy | 6-cyl, Gas, 3.5L | All Wheel Drive | Automatic | Gray/Black |  | "
83,25515698,2021 Toyota Corolla LE,"$19,998*",43K miles,,"4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
84,25317596,2020 Ford Escape SE,"$20,998*",18K miles,,"27 city/33 hwy | 3-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Silver/Gray |  | "
85,25079768,2018 GMC Terrain SLT,"$20,998*",50K miles,,"24 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
86,24863396,2021 Subaru Crosstrek PHEV,"$29,998*",50K miles,,"4-cyl, Plug-in Hybrid, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
87,25079683,2017 BMW 330 I,Price unavailable*,52K miles,,"23 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Silver/Black |  | "
88,25515696,2018 Hyundai Tucson Value,"$20,998*",34K miles,,"25 city/30 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Gray |  | "
89,25516479,2021 Lexus NX 300 Luxury,Price unavailable*,15K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Red |  | "
90,25082422,2021 Porsche Taycan Electric,Price unavailable*,15K miles,,Electric | Rear Wheel Drive | Automatic | Black/Black |  | 
91,24915471,2022 Land Rover Range Rover Sport HSE Dynamic,Price unavailable*,23K miles,,"8-cyl, Supercharged Gas, 5.0L | Four Wheel Drive | Automatic | Silver/Tan |  | "
92,25344262,2020 Kia Stinger GT-Line,"$21,998*",97K miles,,"21 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Blue/Black |  | "
93,25345005,2022 Mercedes-Benz GLC300,"$38,998*",8K miles,,"4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Tan |  | "
94,25516445,2019 Toyota Camry Hybrid SE,Price unavailable*,65K miles,,"44 city/47 hwy | 4-cyl, Hybrid, 2.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
95,25344793,2018 Honda Odyssey Elite,"$35,998*",25K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
96,24921275,2022 Mercedes-Benz GLE350,"$54,998*",20K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Tan |  | "
97,25316249,2019 Kia Niro EX,"$22,998*",36K miles,,"51 city/46 hwy | 4-cyl, Hybrid, 1.6L | Front Wheel Drive | Automatic | Blue/Black |  | "
98,25316999,2018 Kia Forte EX,"$16,998*",37K miles,,"25 city/33 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
99,25344770,2022 Subaru Crosstrek Sport,"$27,998*",26K miles,,"27 city/34 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | White/Black |  | "
100,25316884,2018 Mazda CX-5 Grand Touring,Price unavailable*,40K miles,,"24 city/30 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | White/Black |  | "
101,25276938,2018 Ram 2500 SLT,Price unavailable*,51K miles,,"8-cyl, Gas, 6.4L | Rear Wheel Drive | Automatic | 6 ft | White/Gray |  | "
102,25471129,2021 Audi Q7 Premium Plus,"$33,998*",59K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | White/Black |  | "
103,25515917,2018 Honda Civic LX,"$20,998*",44K miles,,"31 city/40 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Black/Black |  | "
104,25516431,2022 Toyota Corolla LE,"$22,998*",6K miles,,"30 city/38 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Silver/Black |  | "
105,25317288,2019 Subaru Crosstrek Limited,"$26,998*",48K miles,,"27 city/33 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Blue/Black |  | "
106,25344950,2018 Honda Odyssey Elite,"$28,998*",68K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Brown |  | "
107,25516722,2019 Mazda CX-5 Grand Touring,Price unavailable*,80K miles,,"24 city/30 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Gray/Black |  | "
108,25317643,2019 Subaru Outback 3.6R Limited,"$27,998*",35K miles,,"20 city/27 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Gold/Tan |  | "
109,25562146,2021 Audi Q5 Premium Plus,"$33,998*",26K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
110,25344686,2019 Nissan Altima Platinum,"$22,998*",43K miles,,"25 city/35 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | White/Gray |  | "
111,25344662,2020 Mercedes-Benz CLA35 AMG,Price unavailable*,22K miles,,"23 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Red/Black |  | "
112,25305832,2019 Mazda CX-5 Grand Touring,"$24,998*",17K miles,,"25 city/31 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Black |  | "
113,25317393,2023 Honda Accord EX,"$26,998*",7K miles,,"29 city/37 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | White/Black |  | "
