id,title,price,mileage,highlight,overview
25305524.0,2013 Chevrolet Volt,"$11,998*",103K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Loaded
Leather Seats, Navigation System, Lane Departure Warning, Parking Sensors, Rear View Camera | Fuel Efficient
35 City / 40 Hwy","35 city/40 hwy | 4-cyl, Plug-in Hybrid, 1.4L | Front Wheel Drive | Automatic | Red/Black |  | "
24999095.0,2019 BMW X1 SDrive28i,"$23,998*",33K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Panoramic Sunroof, Navigation System, Heated Steering Wheel, Parking Sensors, Leatherette Seats","23 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
24283633.0,2014 Ford Fusion Energi SE,Price unavailable*,101K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera, Automated Parking | Fuel Efficient
40 City / 36 Hwy","40 city/36 hwy | 4-cyl, Plug-in Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Cream |  | "
24999948.0,2014 Volkswagen Jetta S,"$12,998*",74K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Cloth Seats, CD Audio, Auxiliary Audio Input, Rear Defroster, Air Conditioning | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 48 months Learn More","23 city/29 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
24914826.0,2014 Chevrolet Sonic LT,"$11,599*",76K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Remote Start, Turbo charged engine, Bluetooth Technology, Alloy Wheels, Cloth Seats","27 city/37 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Black/Black | None | "
25305655.0,2016 Subaru Impreza 2.0I Sport Premium,"$13,998*",121K miles,"Well-Equipped
4WD/AWD, Rear View Camera, Front Seat Heaters, Bluetooth Technology, Alloy Wheels | Fuel Efficient
27 City / 36 Hwy | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","27 city/36 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Burgundy/Black | None | "
24999940.0,2016 Kia Sorento L,"$12,998*",109K miles,"New Tires
Replaced 4 tires to meet our standards | The Basics
Bluetooth Technology, Alloy Wheels, Rear Spoiler, Cloth Seats, Cruise Control | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","21 city/29 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
25010042.0,2012 Subaru Impreza 2.0I Premium,"$12,998*",98K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
4WD/AWD, Bluetooth Technology, Alloy Wheels, Cloth Seats, Cruise Control | Fuel Efficient
27 City / 36 Hwy","27 city/36 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | White/Tan |  | "
25011268.0,2021 Volkswagen Jetta SE,"$17,998*",52K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Apple CarPlay, Parking Sensors, Leatherette Seats, Blind Spot Monitor, Rear View Camera","4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Gray/Black |  | "
24473668.0,2014 Ford Focus SE,"$10,998*",100K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | The Basics
Bluetooth Technology, Alloy Wheels, Rear Spoiler, Cloth Seats, Cruise Control","26 city/36 hwy | 4-cyl, Gas, 2.0L | Automatic | Gray/Black |  | "
25268827.0,2019 GMC Terrain SLT,"$22,998*",44K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, Leather Seats, Navigation System, Apple CarPlay, Heated Steering Wheel | Premium Audio
BOSE Sound System","26 city/30 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | White/Gray | None | "
25471688.0,2019 Toyota Highlander LE,"$27,998*",36K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Third Row Seat, Automated Cruise Control, Lane Departure Warning, Rear View Camera, Bluetooth Technology","20 city/24 hwy | 4-cyl, Gas, 2.7L | Front Wheel Drive | Automatic | White/Tan |  | "
25316302.0,2015 Nissan Versa SV,"$14,599*",32K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Bluetooth Technology, Cloth Seats, Cruise Control, CD Audio, Auxiliary Audio Input","31 city/40 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
25133591.0,2023 Mazda CX-30 Carbon Edition,"$26,998*",11K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Gray/Burgundy |  | "
24680477.0,2019 Jaguar F-Pace 25t Premium,Price unavailable*,54K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Panoramic Sunroof, 4WD/AWD, Navigation System, Lane Departure Warning, Parking Sensors","22 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Red/Tan |  | "
25350540.0,2023 Mazda CX-5 Carbon Edition,"$30,998*",9K miles,,"4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Red |  | "
24473600.0,2017 Ford Escape SE,"$15,998*",59K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
24912403.0,2018 Volkswagen Golf SE,"$22,998*",11K miles,,"24 city/33 hwy | 4-cyl, Turbo Gas, 1.8L | Front Wheel Drive | Automatic | Blue/Black |  | "
24999192.0,2019 Toyota Camry SE,"$24,998*",53K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Red |  | "
24038486.0,2019 Buick Cascada Premium,"$20,998*",46K miles,,"21 city/29 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
24912727.0,2019 Subaru Legacy 2.5I Premium,"$19,998*",43K miles,,"25 city/34 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Burgundy/Black |  | "
25079412.0,2018 Mercedes-Benz GLA250,Price unavailable*,19K miles,,"23 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Brown/Cream |  | "
25085016.0,2013 BMW 328 I,Price unavailable*,67K miles,,"18 city/27 hwy | 6-cyl, Gas, 3.0L | Rear Wheel Drive | Automatic | Black/Red |  | "
25008754.0,2023 Subaru Outback Limited XT,"$33,998*",12K miles,,"22 city/29 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | Silver/Black |  | "
24760266.0,2021 Ram 1500 Rebel,Price unavailable*,30K miles,,"8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | 5.5 ft | Gray/Black |  | "
25079046.0,2021 Toyota Tundra SR5,"$34,998*",37K miles,,"8-cyl, Gas, 5.7L | Rear Wheel Drive | Automatic | White/Black |  | "
25316118.0,2019 Jaguar F-Pace 30t Prestige,"$26,998*",48K miles,,"22 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
25079595.0,2019 Kia Soul +,"$19,998*",6K miles,,"25 city/30 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Gray |  | "
25306958.0,2018 Chevrolet Volt LT,"$19,998*",45K miles,,"43 city/42 hwy | 4-cyl, Plug-in Hybrid, 1.5L | Front Wheel Drive | Automatic | Black/Black |  | "
25277289.0,2021 Nissan Kicks SV,"$18,998*",57K miles,,"31 city/36 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
24915387.0,2020 Chrysler Pacifica Hybrid Limited,"$33,998*",40K miles,,"6-cyl, Plug-in Hybrid, 3.6L | Front Wheel Drive | Automatic | Burgundy/Black |  | "
24863426.0,2020 Volkswagen Jetta SE,"$18,998*",46K miles,,"30 city/40 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | White/Tan |  | "
25305711.0,2017 Nissan Versa S Plus,"$13,998*",50K miles,,"31 city/39 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
24339647.0,2016 GMC Yukon SLE,"$26,998*",79K miles,,"16 city/23 hwy | 8-cyl, Gas, 5.3L | Rear Wheel Drive | Automatic | Silver/Black |  | "
25153025.0,2020 Chevrolet Equinox LT,"$23,998*",22K miles,,"26 city/31 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Red/Black |  | "
25344511.0,2020 Honda Accord Touring,Price unavailable*,30K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Loaded
A/C Seat(s), Automated Cruise Control, Leather Seats, Navigation System, Sunroof(s)","22 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
25010745.0,2020 Toyota Highlander XLE,"$30,998*",43K miles,,"21 city/29 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
22778670.0,2020 Jeep Gladiator Sport,"$36,998*",38K miles,,"16 city/23 hwy | 6-cyl, Gas, 3.6L | Automatic | Gray/Black |  | "
25215659.0,2018 Chevrolet Silverado 1500 LT,"$27,998*",74K miles,,"16 city/23 hwy | 8-cyl, Gas, 5.3L | Rear Wheel Drive | Automatic | 5.5 ft | White/Black |  | "
24972025.0,2018 Toyota Yaris iA,"$17,998*",25K miles,,"32 city/40 hwy | 4-cyl, Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
25317136.0,2019 BMW M4,Price unavailable*,29K miles,,"6-cyl, , 3.0L | Automatic | Gray/Black |  | "
24732832.0,2018 BMW X3 XDrive30i,"$25,998*",60K miles,,"22 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Tan |  | "
25217670.0,2020 Lincoln Aviator Reserve,"$37,998*",38K miles,,"18 city/26 hwy | 6-cyl, Turbo Gas, 3.0L | Rear Wheel Drive | Automatic | Red/Black |  | "
25344678.0,2020 Ford F150 XL,Price unavailable*,64K miles,,"19 city/24 hwy | 6-cyl, Turbo Gas, 2.7L | Four Wheel Drive | Automatic | White/Gray |  | "
25516123.0,2022 Hyundai Kona SEL,"$21,998*",18K miles,,"30 city/35 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Red/Gray |  | "
25009877.0,2016 Hyundai Sonata Limited,"$16,998*",55K miles,,"25 city/38 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Cream |  | "
24062620.0,2020 Volkswagen Jetta SEL Premium,Price unavailable*,17K miles,,"30 city/40 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | White/Black |  | "
25583221.0,2022 Kia Soul LX,"$18,998*",31K miles,,"29 city/35 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
24038871.0,2020 Toyota Corolla LE,"$20,998*",36K miles,,"30 city/38 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Blue/Black |  | "
24912141.0,2020 Nissan Pathfinder SV,"$26,998*",24K miles,,"20 city/27 hwy | 6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Red/Black |  | "
25371422.0,2023 Lexus GX 460 Luxury,"$61,998*",7K miles,,"8-cyl, Gas, 4.6L | Four Wheel Drive | Automatic | White/Tan |  | "
25010237.0,2018 Toyota Corolla LE,"$18,998*",39K miles,,"28 city/36 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Gray |  | "
25277345.0,2020 Mercedes-Benz GLC300 Coupe,"$39,998*",56K miles,,"21 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Burgundy |  | "
25010272.0,2019 Toyota Camry SE,"$23,998*",21K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
24759543.0,2016 Dodge Dart SXT Sport,"$12,599*",93K miles,,"25 city/36 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Black |  | "
24912017.0,2013 Dodge Charger SE,Price unavailable*,111K miles,,"18 city/27 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Silver/Black |  | "
25307389.0,2012 Kia Sorento EX,Price unavailable*,109K miles,,"21 city/27 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | Silver/Black |  | "
25277360.0,2018 Jeep Compass Latitude,Price unavailable*,46K miles,,"22 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Gray |  | "
25078959.0,2013 Dodge Dart Rallye,"$11,998*",107K miles,,"25 city/36 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Black |  | "
25515672.0,2021 Chrysler Pacifica Touring L,Price unavailable*,12K miles,,"6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | White/Black |  | "
25345087.0,2020 Toyota Corolla Hybrid LE,Price unavailable*,18K miles,,"53 city/52 hwy | 4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
25344286.0,2018 Chevrolet Colorado LT,"$23,998*",49K miles,,"18 city/25 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | 5 ft | Silver/Black |  | "
23479983.0,2013 GMC Terrain Denali,"$14,998*",124K miles,,"22 city/32 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Black |  | "
25529921.0,2023 Kia K5 LXS,Price unavailable*,18K miles,,"4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
24999687.0,2012 Kia Optima LX,"$11,599*",114K miles,,"24 city/35 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Silver/Tan |  | "
25079349.0,2013 Kia Optima LX,"$11,998*",105K miles,,"24 city/35 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Tan |  | "
25011160.0,2013 Ford Focus SE,"$9,998*",116K miles,,"26 city/36 hwy | 4-cyl, Gas, 2.0L | Automatic | Silver/Gray |  | "
24825874.0,2014 Cadillac ATS Luxury,"$15,998*",96K miles,,"4-cyl, , 2.0L | Automatic | Black/Black |  | "
25000232.0,2020 Mercedes-Benz GLE350,"$40,998*",30K miles,"New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Panoramic Sunroof, Seat Massagers, Automated Cruise Control, 4WD/AWD, Leather Seats","19 city/26 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Gray/Black |  | "
25433874.0,2013 Audi A8 L,"$22,998*",45K miles,"Cosmetic photos available
Not yet available on all cars
Take a closer look at the interior and exterior condition of this car. See Photos | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Rear Entertainment System, 4WD/AWD, Leather Seats, Navigation System, Sunroof(s)","18 city/28 hwy | 6-cyl, Supercharged Gas, 3.0L | All Wheel Drive | Automatic | Black/Tan |  | "
24915463.0,2015 Jeep Cherokee Latitude,"$14,998*",103K miles,,"22 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
25515843.0,2022 Kia K5 LXS,"$22,998*",30K miles,,"4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
25515699.0,2021 Chevrolet Silverado 1500 Custom,"$33,998*",25K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Apple CarPlay, Rear View Camera, Remote Start, Turbo charged engine, Bluetooth Technology","20 city | 4-cyl, Turbo Gas, 2.7L | Rear Wheel Drive | Automatic | 5.5 ft | Black/Black | None | "
25515819.0,2016 Acura TLX,"$16,998*",104K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Sunroof(s), Leatherette Seats, Blind Spot Monitor, Rear View Camera, Front Seat Heaters","21 city/34 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Black/Black |  | "
24100509.0,2013 Ford Mustang,"$14,998*",94K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Blind Spot Monitor, Shaker Sound System, Alloy Wheels, Rear Spoiler, Cloth Seats","19 city/29 hwy | 6-cyl, Gas, 3.7L | Automatic | Black/Black | None | "
24915051.0,2013 Ford Fusion SE,Price unavailable*,126K miles,,"4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Tan |  | "
25306920.0,2015 Mini Cooper Countryman,Price unavailable*,59K miles,,"27 city/34 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
25516051.0,2012 Nissan Altima S,"$11,998*",97K miles,,"23 city/32 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
25344698.0,2012 Cadillac CTS Premium,Price unavailable*,95K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
A/C Seat(s), Leather Seats, Navigation System, Sunroof(s), Heated Steering Wheel | Premium Audio
BOSE Sound System","18 city/27 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Black/Black |  | "
24852771.0,2018 Jaguar E-Pace S,"$20,998*",59K miles,,"21 city/28 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
25344406.0,2016 Dodge Charger R/T,Price unavailable*,99K miles,"New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Remote Start, Front Seat Heaters, Alpine Sound System, Bluetooth Technology, 20 Inch Plus Wheels | Premium Audio
Alpine Sound System","16 city/25 hwy | 8-cyl, Gas, 5.7L | Rear Wheel Drive | Automatic | Gray/Black | None | "
25085488.0,2015 Volvo XC60 T5 Premier,"$13,998*",124K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Panoramic Sunroof, Leather Seats, Navigation System, Lane Departure Warning, Parking Sensors | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","24 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Black |  | "
25344301.0,2014 Ford Focus SE,Price unavailable*,44K miles,,"26 city/36 hwy | 4-cyl, Gas, 2.0L | Automatic | Silver/Black |  | "
25378680.0,2012 Nissan Altima,"$12,998*",72K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Cloth Seats, Cruise Control, Rear Defroster, Air Conditioning, AM/FM Stereo | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 48 months Learn More","23 city/32 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Gray | None | "
24474545.0,2013 Fiat 500 Pop,"$11,998*",42K miles,,"31 city/40 hwy | 4-cyl, Gas, 1.4L | Manual 5 Speed | Black/Black |  | "
25516447.0,2015 Nissan Altima S,"$13,998*",73K miles,,"27 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Champagne |  | "
25363351.0,2020 Buick Enclave Essence,"$26,998*",35K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Third Row Seat, Leather Seats, Navigation System, Apple CarPlay, Parking Sensors","18 city/26 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Gray/Gray |  | "
25308370.0,2014 Jeep Patriot Sport,Price unavailable*,93K miles,"Single Owner
Reported by AutoCheck® View History Report | The Basics
Cloth Seats, Cruise Control, Satellite Radio Ready, CD Audio, Auxiliary Audio Input | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","23 city/30 hwy | 4-cyl, Gas, 2.0L | Automatic | Black/Gray |  | "
25458920.0,2018 Jeep Cherokee Latitude,"$19,998*",46K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Navigation System, Rear View Camera, Bluetooth Technology, Alloy Wheels, Cloth Seats | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","21 city/30 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
25011176.0,2014 Honda Odyssey EX-L,"$17,998*",96K miles,"Loaded
Rear Entertainment System, Third Row Seat, Leather Seats, Navigation System, Sunroof(s) | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
25306784.0,2015 Audi A4 Premium,"$16,998*",63K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Leather Seats, Sunroof(s), Front Seat Heaters, Turbo charged engine, Bluetooth Technology","24 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Tan | None | "
25515832.0,2018 BMW 530 I,"$24,998*",50K miles,"Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Navigation System, Sunroof(s), Parking Sensors, Leatherette Seats, Run Flat Tires | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 60 months Learn More","24 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Black/Black |  | "
24384494.0,2012 Mazda Mazda3 Mazdaspeed,"$15,998*",122K miles,"New Tires
Replaced 4 tires to meet our standards | The Basics
Turbo charged engine, BOSE Sound System, Bluetooth Technology, Alloy Wheels, Rear Spoiler | Premium Audio
BOSE Sound System","18 city/25 hwy | 4-cyl, Gas, 2.3L | Front Wheel Drive | Manual 6 Speed | Black/Black |  | "
25010820.0,2012 Honda Civic LX,"$14,599*",79K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | The Basics
Cloth Seats, Cruise Control, CD Audio, Auxiliary Audio Input, Rear Defroster","28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Gray/Gray |  | "
25516038.0,2022 Toyota Corolla Cross XLE,Price unavailable*,12K miles,,"29 city/32 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | White/White |  | "
25305560.0,2013 Honda CR-V LX,"$17,998*",74K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control, CD Audio","23 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | White/Gray |  | "
25079110.0,2019 Ford Fusion Hybrid SE,"$17,998*",66K miles,"New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Automated Cruise Control, Navigation System, Apple CarPlay, Lane Departure Warning, Parking Sensors | Fuel Efficient
43 City / 41 Hwy","43 city/41 hwy | 4-cyl, Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Black |  | "
24475020.0,2023 Tesla Model Y Long Range,"$44,998*",14K miles,"Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, 4WD/AWD, Navigation System, Skylight(s), Lane Departure Warning | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More",Electric | All Wheel Drive | Automatic | Blue/White |  | 
25079665.0,2014 Audi A4 Prestige S-Line,"$19,998*",51K miles,"Low Miles Per Year
Less than 9,000 miles per year | Loaded
4WD/AWD, Leather Seats, Navigation System, Sunroof(s), Parking Sensors | Premium Audio
Bang & Olufsen Audio","4-cyl, Turbo Gas, 2.0L | Automatic | Black/Black |  | "
24826144.0,2024 BMW 230 I,Price unavailable*,1K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Loaded
Navigation System, Sunroof(s), Apple CarPlay, Heated Steering Wheel, Lane Departure Warning","4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
25223255.0,2021 Toyota Highlander LE,Price unavailable*,45K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Third Row Seat, Automated Cruise Control, Apple CarPlay, Lane Departure Warning, Blind Spot Monitor | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 60 months Learn More","6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Gray | Leased vehicle | "
25152077.0,2013 Honda Accord LX-S,"$17,998*",53K miles,"Cosmetic photos available
Not yet available on all cars
Take a closer look at the interior and exterior condition of this car. See Photos | Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards","24 city/34 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Manual 6 Speed | Black/Black |  | "
25544793.0,2014 Toyota Prius v Five,"$15,998*",103K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Loaded
Navigation System, Leatherette Seats, Rear View Camera, Front Seat Heaters, Bluetooth Technology","44 city/40 hwy | 4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | Green/Gray |  | "
25079518.0,2015 Volkswagen Jetta S,Price unavailable*,66K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control, Satellite Radio Ready | Optional MaxCare® plan
Coverage up to 125000 odometer miles or 48 months Learn More","23 city/34 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
25216095.0,2022 Tesla Model 3,"$31,998*",28K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Automated Cruise Control, Navigation System, Skylight(s), Heated Steering Wheel, Lane Departure Warning",Electric | Rear Wheel Drive | Automatic | Gray/Black |  | 
25344197.0,2013 Hyundai Santa Fe Sport,Price unavailable*,86K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","20 city/26 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | Green/Tan |  | "
25306991.0,2015 Jeep Cherokee Latitude,"$13,998*",108K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | The Basics
Rear View Camera, Bluetooth Technology, Alloy Wheels, Cloth Seats, Cruise Control | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 36 months Learn More","22 city/31 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Gray/Black |  | "
24475452.0,2013 Ford C-Max energi SEL,"$12,599*",75K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Miles Per Year
Less than 9,000 miles per year | Loaded
Leather Seats, Navigation System, Parking Sensors, Rear View Camera, Remote Start","4-cyl, Plug-in Hybrid, 2.0L | Front Wheel Drive | Automatic | White/Tan |  | "
25516664.0,2021 BMW X1 SDrive28i,"$25,998*",40K miles,"Well-Equipped
Panoramic Sunroof, Navigation System, Apple CarPlay, Heated Steering Wheel, Lane Departure Warning | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More | Premium Audio
Harman Kardon Sound","4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
